00,39.9,1027.6,925.2,1017.5
00:10,38.9,1027.5,924.4,1004.7
00:20,38.9,1015.2,893.9,1003.8
00:30,38.7,1007.9,874.9,994.3
00:40,37.9,1005.7,891.8,976.9
00:50,37.7,999.3,879.9,980.7
01,37.0,995.2,881.0,955.7
01:10,36.8,983.5,880.1,951.7
01:20,36.9,979.6,867.1,947.9
01:30,36.5,963.9,878.4,931.2
01:40,36.5,976.4,851.2,937.7
01:50,35.8,949.6,866.4,926.6
02,35.7,953.1,845.4,926.0
02:10,35.6,940.8,859.0,921.7
02:20,35.7,951.3,852.4,919.6
02:30,35.3,948.5,842.7,903.1
02:40,35.7,950.0,848.5,902.9
02:50,35.1,930.6,839.1,895.6
03,34.7,929.3,839.9,879.5
03:10,35.2,926.3,850.6,884.9
03:20,35.1,920.9,838.3,879.0
03:30,34.5,925.2,825.4,866.5
03:40,34.4,911.3,826.5,869.9
03:50,34.2,916.1,829.2,859.0
04,34.5,914.9,829.7,873.9
04:10,34.5,911.7,839.8,862.3
04:20,34.5,903.2,832.5,853.8
04:30,34.5,901.4,829.5,849.5
04:40,34.5,906.9,829.2,855.2
04:50,34.6,890.0,829.1,855.1
05,34.8,903.8,826.7,857.5
05:10,34.8,897.6,821.6,849.9
05:20,34.9,898.7,826.1,857.1
05:30,34.8,907.6,824.1,856.4
05:40,34.3,908.1,834.5,854.7
05:50,33.9,893.4,827.2,851.1
06,33.6,880.2,833.8,854.8
06:10,35.0,899.7,840.2,865.0
06:20,33.7,898.5,821.4,873.7
06:30,34.1,905.3,833.4,881.5
06:40,34.0,890.5,832.9,887.3
06:50,34.4,894.9,832.4,911.2
07,34.1,896.2,833.6,924.8
07:10,34.2,900.6,841.8,933.8
07:20,35.1,930.5,841.6,945.4
07:30,34.1,919.2,851.1,953.9
07:40,33.0,921.7,877.3,985.3
07:50,34.9,947.0,873.6,1028.9
08,34.9,987.2,919.0,1052.2
08:10,36.5,1017.0,959.4,1122.3
08:23,37.9,1051.8,983.0,1158.3
08:30,37.9,1064.8,997.3,1181.3
08:40,38.8,1076.4,1002.3,1204.5
08:50,38.5,1086.5,1019.9,1203.3
09,39.5,1111.6,1024.4,1223.6
09:10,39.8,1113.4,1026.0,1242.6
09:20,40.1,1107.5,1044.1,1260.2
09:30,40.5,1126.7,1027.1,1272.4
09:40,40.7,1127.7,1039.0,1274.9
09:50,40.9,1145.6,1045.8,1275.7
10,40.2,1152.0,1046.9,1285.0
10:10,41.5,1137.5,1062.3,1293.8
10:20,40.8,1149.8,1061.7,1315.3
10:30,41.8,1168.0,1046.3,1324.3
10:40,42.5,1174.3,1073.4,1327.8
10:50,41.4,1187.9,1070.2,1332.5
11,43.1,1188.1,1069.1,1346.8
11:10,43.5,1180.5,1079.6,1355.0
11:20,43.8,1190.6,1076.4,1361.0
11:30,43.8,1187.9,1084.5,1354.3
11:40,44.0,1184.8,1094.3,1363.8
11:50,43.6,1183.9,1078.1,1354.3
12,43.2,1162.9,1039.0,1353.3
12:10,43.5,1140.9,1020.9,1330.8
12:20,42.7,1146.7,1007.8,1320.5
12:30,43.5,1136.4,1019.5,1307.1
12:40,43.2,1146.6,1023.6,1310.2
12:50,43.5,1163.2,1018.4,1305.8
13,43.8,1161.3,1062.2,1318.2
13:10,44.6,1197.5,1079.0,1349.6
13:20,44.8,1204.4,1090.9,1357.0
13:30,45.0,1209.9,1109.1,1373.3
13:40,44.4,1210.3,1114.0,1361.7
13:50,44.6,1200.8,1099.7,1370.8
14,45.5,1205.0,1105.1,1378.3
14:10,45.2,1203.2,1115.8,1386.6
14:20,45.1,1221.6,1097.6,1387.6
14:30,44.6,1208.0,1112.6,1374.0
14:40,45.4,1201.4,1121.6,1369.7
14:50,44.3,1183.8,1106.8,1368.2
15,45.4,1201.0,1084.8,1376.7
15:10,44.9,1198.6,1098.3,1376.5
15:20,45.0,1200.9,1101.9,1371.9
15:30,44.7,1198.7,1113.7,1357.4
15:40,45.1,1183.7,1099.8,1362.8
15:50,45.2,1177.0,1102.3,1352.8
16,45.7,1181.7,1094.1,1353.7
16:10,44.8,1178.9,1091.3,1359.8
16:20,44.2,1171.9,1096.7,1348.6
16:30,44.7,1167.0,1085.3,1346.6
16:40,44.3,1162.2,1088.2,1344.8
16:50,44.1,1156.6,1078.4,1341.1
17,43.8,1145.6,1050.5,1309.8
17:10,43.9,1129.9,1033.6,1307.9
17:20,43.1,1128.5,1034.8,1297.4
17:30,43.4,1119.8,1034.2,1290.0
17:40,44.0,1129.6,1035.3,1301.1
17:50,45.2,1136.6,1050.3,1301.7
18,45.6,1142.6,1052.5,1298.9
18:10,46.6,1140.3,1059.2,1301.4
18:20,45.8,1150.2,1050.7,1307.4
18:30,46.1,1144.8,1052.8,1287.8
18:40,45.7,1147.9,1063.6,1293.0
18:50,45.8,1129.0,1050.8,1283.1
19,46.5,1124.2,1052.7,1288.8
19:10,45.2,1133.5,1032.8,1280.2
19:20,45.6,1130.1,1038.1,1279.0
19:30,45.4,1121.9,1035.3,1268.4
19:40,45.0,1119.6,1035.2,1256.1
19:50,45.1,1125.4,1027.2,1255.8
20,44.9,1132.8,1014.3,1243.9
20:10,45.0,1116.5,1015.6,1249.0
20:20,44.6,1137.9,1020.4,1238.6
20:30,44.8,1129.9,1008.0,1223.0
20:40,45.0,1138.2,1007.7,1221.2
20:50,44.6,1129.3,994.5,1204.8
21,44.2,1125.0,991.6,1210.9
21:10,45.1,1123.0,985.5,1193.6
21:20,43.8,1123.7,968.6,1175.4
21:30,43.3,1105.6,974.0,1171.3
21:40,43.2,1112.0,961.6,1159.8
21:50,42.5,1106.3,971.8,1146.8
