00,45.4,908.3,821.0,980.8
00:10,43.8,895.7,814.8,985.5
00:20,43.8,899.2,820.4,968.9
00:30,43.6,892.7,815.2,970.1
00:40,42.9,885.8,816.0,943.8
00:50,43.4,884.7,812.0,958.6
01,42.7,872.5,805.8,936.4
01:10,42.0,869.6,794.6,936.4
01:20,41.7,870.4,802.8,910.6
01:30,41.9,875.0,789.9,925.3
01:40,41.8,870.9,781.6,912.7
01:50,41.0,862.6,777.5,896.1
02,41.7,858.5,792.9,901.1
02:10,40.3,851.4,779.3,878.1
02:20,40.8,864.2,778.6,884.8
02:30,41.0,844.0,776.1,892.0
02:40,40.1,837.7,773.9,878.1
02:50,39.8,833.2,768.9,865.3
03,39.4,834.8,761.4,867.0
03:10,39.4,832.1,754.2,876.3
03:20,39.0,818.9,758.6,854.3
03:30,38.8,824.8,757.0,854.0
03:40,38.5,822.2,760.2,848.0
03:50,38.5,815.3,749.6,839.4
04,38.6,811.4,762.3,838.2
04:10,38.9,825.2,740.3,846.3
04:20,38.7,816.2,761.0,825.7
04:30,38.3,815.3,749.4,837.2
04:40,38.4,820.7,759.9,822.6
04:50,38.3,823.5,742.9,830.9
05,38.6,814.3,755.3,821.8
05:10,38.4,800.6,747.7,828.9
05:20,38.5,812.7,757.6,810.6
05:30,37.7,808.2,743.7,814.3
05:40,37.6,817.7,739.7,812.2
05:50,37.1,791.9,734.8,811.2
06,37.2,811.2,732.5,807.0
06:10,38.5,798.4,746.6,814.1
06:20,37.3,801.7,742.8,810.4
06:30,38.0,797.9,737.6,818.5
06:40,37.6,797.5,741.7,813.8
06:50,37.9,785.6,744.8,819.9
07,39.0,796.4,737.0,837.8
07:10,39.2,807.0,743.9,837.4
07:20,39.3,812.2,734.3,841.4
07:30,39.5,815.5,735.3,836.9
07:40,40.1,811.4,742.5,872.4
07:50,40.2,821.0,736.3,860.3
08,40.4,834.7,737.5,865.6
08:10,40.5,841.8,753.9,874.1
08:20,41.0,846.3,751.2,887.6
08:30,41.4,850.8,748.5,901.0
08:40,40.8,840.2,753.9,913.0
08:50,41.8,858.6,738.3,926.3
09,42.2,860.2,752.8,943.1
09:10,43.7,878.9,763.6,953.6
09:20,43.1,877.5,757.5,948.7
09:30,42.6,886.6,759.1,976.0
09:40,43.8,895.4,771.2,974.7
09:50,43.7,912.3,763.7,977.6
10,43.4,909.2,781.6,993.8
10:10,44.4,915.3,777.1,985.3
10:20,43.7,919.9,782.4,1009.7
10:30,44.1,910.6,775.9,1011.5
10:40,44.7,926.4,783.0,1019.7
10:50,44.8,927.9,781.6,1031.1
11,45.1,921.4,791.0,1029.4
11:10,46.2,917.6,808.5,1025.9
11:20,47.0,931.5,804.0,1044.8
11:30,47.3,943.9,808.8,1034.3
11:40,48.7,946.4,802.1,1058.3
11:50,47.1,923.2,799.1,1047.1
12,48.0,917.6,806.6,1046.6
12:10,48.7,941.7,798.9,1057.6
12:20,49.1,946.0,816.0,1069.5
12:30,48.7,939.5,828.8,1057.9
12:40,49.3,948.5,815.8,1062.4
12:50,48.5,932.7,815.0,1056.6
13,49.2,947.6,827.1,1061.3
13:10,49.7,952.2,841.0,1066.3
13:20,48.3,962.7,815.6,1065.4
13:30,48.1,964.4,819.3,1063.0
13:40,48.1,964.7,817.2,1061.4
13:50,47.8,961.0,822.2,1060.9
14,48.6,959.7,822.1,1064.2
14:10,49.4,958.3,813.9,1063.9
14:20,47.6,954.4,825.2,1048.2
14:30,48.5,964.6,806.4,1060.6
14:40,47.4,936.0,805.2,1058.9
14:50,47.3,933.5,807.9,1059.9
15,47.1,932.6,813.6,1054.1
15:10,47.8,950.2,811.0,1059.7
15:20,47.2,942.7,816.8,1068.6
15:30,48.4,961.0,813.5,1066.4
15:40,47.5,953.6,796.0,1067.3
15:50,46.6,951.0,812.2,1062.6
16,48.1,957.0,805.7,1057.5
16:10,48.1,962.3,818.6,1062.2
16:20,48.5,966.3,819.0,1062.4
16:30,47.8,971.6,805.5,1059.6
16:40,46.8,971.2,822.8,1073.9
16:50,47.5,959.9,833.6,1080.6
17,46.8,968.8,829.5,1084.9
17:10,48.3,967.9,829.4,1089.1
17:20,47.8,972.6,832.8,1069.8
17:30,47.1,972.8,840.5,1089.1
17:40,47.9,972.6,847.6,1077.3
17:50,49.3,971.5,848.9,1093.4
18,48.3,983.6,847.3,1088.2
18:10,48.4,983.3,847.7,1110.5
18:20,48.8,990.2,848.6,1115.6
18:30,50.7,987.5,851.6,1114.2
18:40,52.2,995.1,871.0,1120.6
18:50,50.7,992.7,862.0,1128.6
19,51.4,997.2,864.6,1127.3
19:10,52.2,1003.8,879.9,1127.4
19:20,52.4,1008.4,879.2,1124.8
19:30,51.3,1009.3,870.7,1133.6
19:40,51.6,1010.5,879.6,1133.6
19:50,52.3,1011.9,867.4,1128.1
20,51.8,1006.8,871.9,1121.9
20:10,52.3,1010.8,875.9,1133.7
20:20,52.6,1012.1,873.6,1131.1
20:30,51.9,1009.5,873.7,1127.8
20:40,52.1,1015.9,878.3,1133.3
20:50,51.5,998.8,873.6,1128.9
21,51.9,1018.1,882.6,1114.4
21:10,51.2,1003.9,888.4,1107.5
21:20,51.1,1020.7,868.1,1117.8
21:30,51.1,1011.0,876.2,1099.2
21:40,50.7,1012.9,859.5,1099.3
21:50,50.0,997.7,874.1,1094.0
22,49.6,991.6,874.2,1072.2
22:10,48.8,986.8,867.2,1085.8
22:20,48.8,992.5,854.4,1077.3
22:30,48.6,984.3,835.0,1062.2
22:40,48.5,975.0,862.2,1057.9
22:50,48.1,977.6,841.4,1050.5
23,47.3,971.8,844.2,1041.9
23:10,46.7,963.4,822.0,1027.4
23:20,46.7,956.5,827.9,1017.3
23:30,46.2,951.2,831.9,1010.4
23:40,45.5,944.8,827.0,989.4
23:50,45.6,930.0,840.2,965.5
