00,31.4,890.6,723.6,791.0
00:10,31.2,884.2,728.1,789.7
00:20,30.8,867.9,720.3,780.5
00:30,30.3,864.1,693.9,774.1
00:40,30.1,871.9,706.3,768.0
00:50,30.0,856.2,702.3,757.5
01,29.8,852.9,711.1,760.9
01:10,29.1,850.1,695.5,739.0
01:20,29.5,849.2,688.9,745.2
01:30,29.0,836.5,673.7,731.0
01:40,28.9,844.6,691.7,740.3
01:50,29.0,848.8,683.1,731.4
02,28.7,841.9,697.2,726.4
02:10,28.7,837.6,685.0,720.4
02:20,28.6,833.8,662.5,714.6
02:30,28.5,835.0,689.6,710.5
02:40,28.6,823.2,679.6,711.6
02:50,28.0,823.6,669.8,698.9
03,28.3,816.1,672.0,716.9
03:10,27.6,817.0,668.2,697.5
03:20,27.8,819.8,676.0,704.7
03:30,27.9,807.1,674.7,696.0
03:40,27.5,816.2,678.4,688.5
03:50,28.3,821.4,675.7,702.3
04,28.0,814.0,655.3,703.7
04:10,28.2,821.8,663.5,709.6
04:20,27.9,815.3,661.4,690.6
04:30,28.5,824.7,663.2,706.8
04:40,28.1,810.9,677.3,695.5
04:50,28.5,817.1,660.4,708.2
05,27.9,801.9,663.3,698.9
05:10,29.0,810.7,688.2,714.3
05:20,28.8,814.9,671.2,709.7
05:30,29.0,815.8,662.4,716.2
05:40,29.3,811.0,687.5,719.0
05:50,29.6,826.5,673.8,728.6
06,30.7,815.3,689.4,733.4
06:10,30.4,828.0,683.9,742.6
06:20,30.5,829.9,697.9,744.7
06:30,30.5,835.3,708.3,764.5
06:40,31.3,838.9,694.4,773.6
06:50,30.7,826.4,704.1,785.2
07,31.0,848.5,696.4,786.0
07:10,30.7,851.5,690.0,799.0
07:20,31.4,847.3,716.4,801.9
07:30,31.0,843.4,723.0,814.3
07:40,31.8,863.2,720.2,826.2
07:50,31.6,874.2,737.7,836.1
08,31.4,881.2,749.5,858.2
08:10,32.7,929.7,798.7,912.2
08:23,34.5,950.9,820.0,935.0
08:30,33.9,954.8,807.5,951.7
08:40,34.3,969.2,815.4,947.9
08:50,34.3,963.6,819.0,958.6
09,33.9,958.8,821.8,970.7
