,Date,Ta
0,2021-10-10 00:00,1.8648
1,2021-10-10 01:00,1.8648
2,2021-10-10 02:00,1.8648
3,2021-10-10 03:00,1.813
4,2021-10-10 04:00,1.813
5,2021-10-10 05:00,1.813
6,2021-10-10 06:00,1.6058
7,2021-10-10 07:00,1.6058
8,2021-10-10 08:00,1.6058
9,2021-10-10 09:00,1.554
10,2021-10-10 10:00,1.554
11,2021-10-10 11:00,1.554
12,2021-10-10 12:00,1.5022
13,2021-10-10 13:00,1.5022
14,2021-10-10 14:00,1.5022
15,2021-10-10 15:00,1.3468
16,2021-10-10 16:00,1.3468
17,2021-10-10 17:00,1.3468
18,2021-10-10 18:00,1.2431999999999999
19,2021-10-10 19:00,1.2431999999999999
20,2021-10-10 20:00,1.2431999999999999
21,2021-10-10 21:00,1.3468
22,2021-10-10 22:00,1.3468
23,2021-10-10 23:00,1.3468
