,Date,Ta
0,2021-11-02 00:00,0.575
1,2021-11-02 01:00,0.575
2,2021-11-02 02:00,0.575
3,2021-11-02 03:00,0.552
4,2021-11-02 04:00,0.552
5,2021-11-02 05:00,0.552
6,2021-11-02 06:00,0.552
7,2021-11-02 07:00,0.552
8,2021-11-02 08:00,0.552
9,2021-11-02 09:00,0.552
10,2021-11-02 10:00,0.552
11,2021-11-02 11:00,0.552
12,2021-11-02 12:00,0.552
13,2021-11-02 13:00,0.552
14,2021-11-02 14:00,0.552
15,2021-11-02 15:00,0.529
16,2021-11-02 16:00,0.529
17,2021-11-02 17:00,0.529
18,2021-11-02 18:00,0.529
19,2021-11-02 19:00,0.529
20,2021-11-02 20:00,0.529
21,2021-11-02 21:00,0.598
22,2021-11-02 22:00,0.598
23,2021-11-02 23:00,0.598
