,Date,Ta
0,2021-11-01 00:00,1.1232
1,2021-11-01 01:00,1.1232
2,2021-11-01 02:00,1.1232
3,2021-11-01 03:00,1.0368
4,2021-11-01 04:00,1.0368
5,2021-11-01 05:00,1.0368
6,2021-11-01 06:00,1.0368
7,2021-11-01 07:00,1.0368
8,2021-11-01 08:00,1.0368
9,2021-11-01 09:00,0.9936
10,2021-11-01 10:00,0.9936
11,2021-11-01 11:00,0.9936
12,2021-11-01 12:00,0.9936
13,2021-11-01 13:00,0.9936
14,2021-11-01 14:00,0.9936
15,2021-11-01 15:00,0.9504
16,2021-11-01 16:00,0.9504
17,2021-11-01 17:00,0.9504
18,2021-11-01 18:00,0.9504
19,2021-11-01 19:00,0.9504
20,2021-11-01 20:00,0.9504
21,2021-11-01 21:00,1.0368
22,2021-11-01 22:00,1.0368
23,2021-11-01 23:00,1.0368
