,Date,Ta
0,2021-09-28 00:00,0.402
1,2021-09-28 01:00,0.402
2,2021-09-28 02:00,0.402
3,2021-09-28 03:00,0.3886
4,2021-09-28 04:00,0.3886
5,2021-09-28 05:00,0.3886
6,2021-09-28 06:00,0.37520000000000003
7,2021-09-28 07:00,0.37520000000000003
8,2021-09-28 08:00,0.37520000000000003
9,2021-09-28 09:00,0.3618
10,2021-09-28 10:00,0.3618
11,2021-09-28 11:00,0.3618
12,2021-09-28 12:00,0.3484
13,2021-09-28 13:00,0.3484
14,2021-09-28 14:00,0.3484
15,2021-09-28 15:00,0.4556
16,2021-09-28 16:00,0.4556
17,2021-09-28 17:00,0.4556
18,2021-09-28 18:00,0.4958
19,2021-09-28 19:00,0.4958
20,2021-09-28 20:00,0.4958
21,2021-09-28 21:00,0.46900000000000003
22,2021-09-28 22:00,0.46900000000000003
23,2021-09-28 23:00,0.46900000000000003
