,date,load,bodyComfort,lastWeek
93,2021_06_19 15:30,33480.0,30.597699861545905,27.26942657067407
94,2021_06_19 15:40,33350.0,30.597699861545905,27.26942657067407
95,2021_06_19 15:50,33234.0,30.597699861545905,27.26942657067407
96,2021_06_19 16:00,33444.0,30.470996140249262,27.26942657067407
97,2021_06_19 16:10,33327.0,30.470996140249262,27.26942657067407
98,2021_06_19 16:20,33346.0,30.470996140249262,27.26942657067407
99,2021_06_19 16:30,33128.0,30.470996140249262,27.26942657067407
100,2021_06_19 16:40,33084.0,30.470996140249262,27.26942657067407
101,2021_06_19 16:50,33041.0,30.470996140249262,27.26942657067407
102,2021_06_19 17:00,32876.0,30.02962265413445,27.26942657067407
103,2021_06_19 17:10,32746.0,30.02962265413445,27.26942657067407
104,2021_06_19 17:20,32518.0,30.02962265413445,27.26942657067407
105,2021_06_19 17:30,32676.0,30.02962265413445,27.26942657067407
106,2021_06_19 17:40,32667.0,30.02962265413445,27.26942657067407
107,2021_06_19 17:50,32494.0,30.02962265413445,27.26942657067407
108,2021_06_19 18:00,32596.0,29.22851262397625,27.26942657067407
109,2021_06_19 18:10,32948.0,29.22851262397625,27.26942657067407
110,2021_06_19 18:20,32984.0,29.22851262397625,27.26942657067407
111,2021_06_19 18:30,32877.0,29.22851262397625,27.26942657067407
112,2021_06_19 18:40,32924.0,29.22851262397625,27.26942657067407
113,2021_06_19 18:50,33202.0,29.22851262397625,27.26942657067407
114,2021_06_19 19:00,33447.0,28.555460023676805,27.26942657067407
115,2021_06_19 19:10,33354.0,28.555460023676805,27.26942657067407
116,2021_06_19 19:20,33622.0,28.555460023676805,27.26942657067407
117,2021_06_19 19:30,33125.0,28.555460023676805,27.26942657067407
118,2021_06_19 19:40,33408.0,28.555460023676805,27.26942657067407
119,2021_06_19 19:50,33320.0,28.555460023676805,27.26942657067407
120,2021_06_19 20:00,33083.0,28.077027669654807,27.26942657067407
121,2021_06_19 20:10,33174.0,28.077027669654807,27.26942657067407
122,2021_06_19 20:20,32928.0,28.077027669654807,27.26942657067407
123,2021_06_19 20:30,32893.0,28.077027669654807,27.26942657067407
124,2021_06_19 20:40,32809.0,28.077027669654807,27.26942657067407
125,2021_06_19 20:50,32750.0,28.077027669654807,27.26942657067407
126,2021_06_19 21:00,32868.0,27.704127097821928,27.26942657067407
127,2021_06_19 21:10,32480.0,27.704127097821928,27.26942657067407
128,2021_06_19 21:20,32293.0,27.704127097821928,27.26942657067407
129,2021_06_19 21:30,32397.0,27.704127097821928,27.26942657067407
130,2021_06_19 21:40,32144.0,27.704127097821928,27.26942657067407
131,2021_06_19 21:50,31924.0,27.704127097821928,27.26942657067407
132,2021_06_19 22:00,31941.0,27.394930785171198,27.26942657067407
133,2021_06_19 22:10,31610.0,27.394930785171198,27.26942657067407
134,2021_06_19 22:20,31678.0,27.394930785171198,27.26942657067407
135,2021_06_19 22:30,31287.0,27.394930785171198,27.26942657067407
136,2021_06_19 22:40,31487.0,27.394930785171198,27.26942657067407
137,2021_06_19 22:50,30982.0,27.394930785171198,27.26942657067407
138,2021_06_19 23:00,30896.0,27.16125126164704,27.26942657067407
139,2021_06_19 23:10,30730.0,27.16125126164704,27.26942657067407
140,2021_06_19 23:20,30430.0,27.16125126164704,27.26942657067407
141,2021_06_19 23:30,30440.0,27.16125126164704,27.26942657067407
142,2021_06_19 23:40,30071.0,27.16125126164704,27.26942657067407
143,2021_06_19 23:50,30062.0,27.16125126164704,27.26942657067407
