,Date,Ta
0,2021-11-09 00:00,2.814
1,2021-11-09 01:00,2.814
2,2021-11-09 02:00,2.814
3,2021-11-09 03:00,2.5326
4,2021-11-09 04:00,2.5326
5,2021-11-09 05:00,2.5326
6,2021-11-09 06:00,2.5326
7,2021-11-09 07:00,2.5326
8,2021-11-09 08:00,2.5326
9,2021-11-09 09:00,2.5326
10,2021-11-09 10:00,2.5326
11,2021-11-09 11:00,2.5326
12,2021-11-09 12:00,2.3918999999999997
13,2021-11-09 13:00,2.3918999999999997
14,2021-11-09 14:00,2.3918999999999997
15,2021-11-09 15:00,2.814
16,2021-11-09 16:00,2.814
17,2021-11-09 17:00,2.814
18,2021-11-09 18:00,3.0953999999999997
19,2021-11-09 19:00,3.0953999999999997
20,2021-11-09 20:00,3.0953999999999997
21,2021-11-09 21:00,3.0953999999999997
22,2021-11-09 22:00,3.0953999999999997
23,2021-11-09 23:00,3.0953999999999997
