,Date,Ta
0,2021-10-18 00:00,1.08
1,2021-10-18 01:00,1.08
2,2021-10-18 02:00,1.08
3,2021-10-18 03:00,1.0368
4,2021-10-18 04:00,1.0368
5,2021-10-18 05:00,1.0368
6,2021-10-18 06:00,0.9936
7,2021-10-18 07:00,0.9936
8,2021-10-18 08:00,0.9936
9,2021-10-18 09:00,0.9504
10,2021-10-18 10:00,0.9504
11,2021-10-18 11:00,0.9504
12,2021-10-18 12:00,0.9936
13,2021-10-18 13:00,0.9936
14,2021-10-18 14:00,0.9936
15,2021-10-18 15:00,0.9936
16,2021-10-18 16:00,0.9936
17,2021-10-18 17:00,0.9936
18,2021-10-18 18:00,0.9504
19,2021-10-18 19:00,0.9504
20,2021-10-18 20:00,0.9504
21,2021-10-18 21:00,1.1232
22,2021-10-18 22:00,1.1232
23,2021-10-18 23:00,1.1232
