,Date,Ta
0,2021-10-31 00:00,1.9936
1,2021-10-31 01:00,1.9936
2,2021-10-31 02:00,1.9936
3,2021-10-31 03:00,1.9223999999999999
4,2021-10-31 04:00,1.9223999999999999
5,2021-10-31 05:00,1.9223999999999999
6,2021-10-31 06:00,1.78
7,2021-10-31 07:00,1.78
8,2021-10-31 08:00,1.78
9,2021-10-31 09:00,1.7088
10,2021-10-31 10:00,1.7088
11,2021-10-31 11:00,1.7088
12,2021-10-31 12:00,1.7088
13,2021-10-31 13:00,1.7088
14,2021-10-31 14:00,1.7088
15,2021-10-31 15:00,1.6376
16,2021-10-31 16:00,1.6376
17,2021-10-31 17:00,1.6376
18,2021-10-31 18:00,1.6376
19,2021-10-31 19:00,1.6376
20,2021-10-31 20:00,1.6376
21,2021-10-31 21:00,1.8512
22,2021-10-31 22:00,1.8512
23,2021-10-31 23:00,1.8512
