,Date,Ta
0,2021-10-02 00:00,2.5632
1,2021-10-02 01:00,2.5632
2,2021-10-02 02:00,2.5632
3,2021-10-02 03:00,2.4208
4,2021-10-02 04:00,2.4208
5,2021-10-02 05:00,2.4208
6,2021-10-02 06:00,2.3496
7,2021-10-02 07:00,2.3496
8,2021-10-02 08:00,2.3496
9,2021-10-02 09:00,2.2784
10,2021-10-02 10:00,2.2784
11,2021-10-02 11:00,2.2784
12,2021-10-02 12:00,2.2072
13,2021-10-02 13:00,2.2072
14,2021-10-02 14:00,2.2072
15,2021-10-02 15:00,2.492
16,2021-10-02 16:00,2.492
17,2021-10-02 17:00,2.492
18,2021-10-02 18:00,2.7768
19,2021-10-02 19:00,2.7768
20,2021-10-02 20:00,2.7768
21,2021-10-02 21:00,2.7056
22,2021-10-02 22:00,2.7056
23,2021-10-02 23:00,2.7056
