,Date,Ta
0,2021-09-30 00:00,3.8624
1,2021-09-30 01:00,3.8624
2,2021-09-30 02:00,3.8624
3,2021-09-30 03:00,3.8624
4,2021-09-30 04:00,3.8624
5,2021-09-30 05:00,3.8624
6,2021-09-30 06:00,3.7417000000000002
7,2021-09-30 07:00,3.7417000000000002
8,2021-09-30 08:00,3.7417000000000002
9,2021-09-30 09:00,3.621
10,2021-09-30 10:00,3.621
11,2021-09-30 11:00,3.621
12,2021-09-30 12:00,3.621
13,2021-09-30 13:00,3.621
14,2021-09-30 14:00,3.621
15,2021-09-30 15:00,3.9831
16,2021-09-30 16:00,3.9831
17,2021-09-30 17:00,3.9831
18,2021-09-30 18:00,4.2245
19,2021-09-30 19:00,4.2245
20,2021-09-30 20:00,4.2245
21,2021-09-30 21:00,3.9831
22,2021-09-30 22:00,3.9831
23,2021-09-30 23:00,3.9831
