,Date,Ta
0,2021-09-30 00:00,0.44220000000000004
1,2021-09-30 01:00,0.44220000000000004
2,2021-09-30 02:00,0.44220000000000004
3,2021-09-30 03:00,0.4288
4,2021-09-30 04:00,0.4288
5,2021-09-30 05:00,0.4288
6,2021-09-30 06:00,0.4154
7,2021-09-30 07:00,0.4154
8,2021-09-30 08:00,0.4154
9,2021-09-30 09:00,0.402
10,2021-09-30 10:00,0.402
11,2021-09-30 11:00,0.402
12,2021-09-30 12:00,0.3886
13,2021-09-30 13:00,0.3886
14,2021-09-30 14:00,0.3886
15,2021-09-30 15:00,0.4288
16,2021-09-30 16:00,0.4288
17,2021-09-30 17:00,0.4288
18,2021-09-30 18:00,0.4958
19,2021-09-30 19:00,0.4958
20,2021-09-30 20:00,0.4958
21,2021-09-30 21:00,0.4824
22,2021-09-30 22:00,0.4824
23,2021-09-30 23:00,0.4824
