,Date,Ta
0,2021-10-14 00:00,1.4166999999999998
1,2021-10-14 01:00,1.4166999999999998
2,2021-10-14 02:00,1.4166999999999998
3,2021-10-14 03:00,1.371
4,2021-10-14 04:00,1.371
5,2021-10-14 05:00,1.371
6,2021-10-14 06:00,1.371
7,2021-10-14 07:00,1.371
8,2021-10-14 08:00,1.371
9,2021-10-14 09:00,1.371
10,2021-10-14 10:00,1.371
11,2021-10-14 11:00,1.371
12,2021-10-14 12:00,1.371
13,2021-10-14 13:00,1.371
14,2021-10-14 14:00,1.371
15,2021-10-14 15:00,1.4624
16,2021-10-14 16:00,1.4624
17,2021-10-14 17:00,1.4624
18,2021-10-14 18:00,1.5537999999999998
19,2021-10-14 19:00,1.5537999999999998
20,2021-10-14 20:00,1.5537999999999998
21,2021-10-14 21:00,1.5081
22,2021-10-14 22:00,1.5081
23,2021-10-14 23:00,1.5081
