,Date,Ta
0,2021-09-19 00:00,0.364
1,2021-09-19 01:00,0.364
2,2021-09-19 02:00,0.364
3,2021-09-19 03:00,0.35359999999999997
4,2021-09-19 04:00,0.35359999999999997
5,2021-09-19 05:00,0.35359999999999997
6,2021-09-19 06:00,0.3432
7,2021-09-19 07:00,0.3432
8,2021-09-19 08:00,0.3432
9,2021-09-19 09:00,0.3328
10,2021-09-19 10:00,0.3328
11,2021-09-19 11:00,0.3328
12,2021-09-19 12:00,0.32239999999999996
13,2021-09-19 13:00,0.32239999999999996
14,2021-09-19 14:00,0.32239999999999996
15,2021-09-19 15:00,0.364
16,2021-09-19 16:00,0.364
17,2021-09-19 17:00,0.364
18,2021-09-19 18:00,0.3848
19,2021-09-19 19:00,0.3848
20,2021-09-19 20:00,0.3848
21,2021-09-19 21:00,0.3848
22,2021-09-19 22:00,0.3848
23,2021-09-19 23:00,0.3848
